Time,Feed_Fv,Feed_Fmol,Cond_Q,RD_Level,Sump_Level,RR,Reb_Q,S14_T,S1_T,S1_P,Cond_T,Cond_P,S1_xB,S1_xDEB,S1_xE,S1_xEB,S1_yB,S20_T,S20_P,S1_yDEB,S1_yE,S1_yEB,S20_xEB,S20_yB,S20_yDEB,S20_yE,S20_yEB,S20_xB,D_Fmol,D_Fv,B_xB,B_xDEB,B_xE,B_xEB,B_Fv,B_Fmol,D_xB,D_xDEB,D_xE,D_xEB
5/10/2022 0:06,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.41E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,8.34E-29,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:06,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,3.52E-27,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.17E-28,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:07,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,5.02E-42,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,3.11E-28,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:07,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,5.87E-28,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:08,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,8.63E-28,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:09,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.14E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:09,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.41E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:10,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,5.56E-27,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.48E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:10,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.39E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.44E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:11,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.22E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.40E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:12,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,3.05E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.37E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:12,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,3.89E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.33E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:13,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998562,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,3.61E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.33E-27,0.690285,135.424,912.6,0.998562,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:13,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.78E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.36E-27,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:14,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.94E-26,0.895075,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.39E-27,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:15,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.11E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.41E-27,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:15,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.77E-27,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.44E-27,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:16,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,4.98E-27,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.33E-27,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:16,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.24E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.15E-27,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:17,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.99E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,9.66E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:18,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.74E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,7.85E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:18,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,3.49E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,6.05E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:19,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,3.24E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,5.16E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:19,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.49E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,4.73E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:20,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.74E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,4.30E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:21,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,9.95E-27,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,3.86E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:21,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.49E-27,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,3.43E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:22,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,-4.13E-41,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,3.77E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:22,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,4.49E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:23,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,5.21E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:24,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,5.94E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:24,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,6.66E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:25,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.06E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,5.98E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:25,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.65E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,4.60E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:26,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,4.23E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,3.22E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:27,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,5.82E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.84E-28,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:27,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,7.41E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,4.59E-29,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:28,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.998561,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,6.88E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,9.14E-29,0.690285,135.424,912.6,0.998561,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:28,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,5.29E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,2.28E-28,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:29,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,3.70E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,3.66E-28,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:30,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.12E-26,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,5.03E-28,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:30,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,5.29E-27,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,6.40E-28,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:31,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,-1.17E-40,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,7.66E-28,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:31,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,8.86E-28,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:32,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.01E-27,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:33,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.13E-27,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:33,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,0,0.895076,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.25E-27,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:34,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,5.24E-27,0.895077,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.22E-27,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:34,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,1.31E-26,0.895077,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.12E-27,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
5/10/2022 0:35,249.291,1882,-56.6114,5,5,0.774001,30.28246559,101.481,40.0868,0.303975,40.0868,0.303975,0.99856,1.59E-10,1.94E-04,0.0012435,0.903246,120.938,0.493985,3.17E-12,0.0965994,1.54E-04,0.690285,0.00233765,0.102588,2.09E-26,0.895077,4.10E-04,969.399,88.4117,4.10E-04,0.309305,1.02E-27,0.690285,135.424,912.6,0.99856,1.59E-10,1.94E-04,0.0012435
