Time,Feed vol flow,Feed mol flow,Condenser Duty,RD Level,Sump Level,Reflux  Ratio,Reboiler Duty,S14 Temp,S1 Temp,S1 Pressure,Condenser Temp,Condenser Press,S1 xB,S1 xDEB,S1 xE,S1 xEB,S1 yB,S20 Temp,S20 Pressure,S1 yDEB,S1 yE,S1 yEB,S20 xEB,S20 yB,S20 yDEB,S20 yE,S20 yEB,S20 xB,D mol flow,D vol flow,B xB,B xDEB,B xE,B xEB,B vol flow,B mol flow,D xB,D xDEB,D xE,D xEB,,
5/10/2022 12:06:00,249.2919111,1882.002978,-56.65146244,4.997226035,5.012216803,0.774874159,30.31015885,101.4967562,40.02680064,0.304424381,40.09335903,0.303093743,0.998433125,5.62484E-11,0.000194066,0.001152217,0.903301992,120.9808991,0.49402662,5.72987E-12,0.096654003,0.000146161,0.690251218,0.003292042,0.102557658,1.53362E-20,0.894221544,0.000476859,969.0670284,88.39601506,0.000207573,0.309407413,-3.08206E-22,0.690421153,135.4011077,913.2695595,0.998729027,6.40153E-11,0.000194084,0.001074726,,
5/10/2022 12:06:36,249.2892817,1882.004866,-56.66684285,4.996253792,4.999729048,0.774189029,30.29199737,101.5127926,40.11986581,0.30413056,40.02462854,0.303272099,0.99849797,2.22704E-10,0.000194114,0.001167719,0.903059078,120.91267,0.493591532,4.53645E-12,0.096411176,0.000173729,0.690283626,0.001337241,0.102765768,7.12675E-21,0.894824422,0.000645731,970.0820978,88.37853738,0.000192114,0.309101295,3.9383E-22,0.690186263,135.3247934,912.6588408,0.99839256,2.65122E-10,0.000194063,0.001126927,,
5/10/2022 12:07:12,249.2856642,1882.018243,-56.66563393,5.001748849,4.999403907,0.774504632,30.33301432,101.5051384,40.01442527,0.303735328,40.24345606,0.303389071,0.99873209,1.74027E-10,0.000194083,0.00130416,0.903353737,120.9391841,0.494721971,1.73066E-12,0.096757968,0.000159686,0.69022493,0.002352445,0.102508465,-9.29368E-21,0.895329183,0.000313486,970.0706542,88.38907398,0.00043748,0.309475121,-4.14182E-22,0.690365714,135.5414947,912.6223413,0.99868378,2.20681E-10,0.000194145,0.001121571,,
5/10/2022 12:07:48,249.286612,1881.982499,-56.58653593,5.004222709,5.000283403,0.773961391,30.27186119,101.3506241,40.0136031,0.304996736,39.93280629,0.303346672,0.998404019,8.74652E-11,0.000194154,0.001264818,0.903182722,120.9653025,0.494606438,4.09225E-12,0.096524494,0.000137814,0.690425153,0.002048626,0.102467123,3.44624E-21,0.89569589,0.00049841,969.1880663,88.39507784,0.000573336,0.309196633,3.25815E-23,0.690358262,135.404456,912.91462,0.998526949,2.22757E-10,0.000194121,0.001096853,,
5/10/2022 12:08:24,249.2869591,1881.985982,-56.56947837,5.004218066,5.01328264,0.773547065,30.33140174,101.4577333,40.15118562,0.304329004,40.2252924,0.304729996,0.998601489,5.69498E-11,0.000194106,0.001223488,0.903421298,120.9592794,0.494028891,4.42188E-12,0.096451478,0.000148897,0.690204732,0.001263749,0.102743156,-1.89894E-20,0.895953556,0.000458341,969.5419463,88.36002213,0.00022379,0.309136323,-3.41107E-22,0.690417414,135.4433043,912.8647738,0.998396439,2.2202E-10,0.000194073,0.001242081,,
5/10/2022 12:09:00,249.2903834,1881.95714,-56.64972302,4.995631704,5.009451992,0.773208215,30.34724663,101.6635002,40.10451062,0.302969353,40.22590053,0.303237795,0.998701014,1.6117E-10,0.000194187,0.001417669,0.903087098,120.9955028,0.493449336,1.36098E-12,0.096476828,0.000154042,0.690166232,0.002287869,0.102405939,-1.55276E-20,0.895661469,0.000492105,969.3340741,88.37895933,0.000583086,0.309356138,3.91796E-22,0.690398852,135.3428714,912.8455283,0.998406981,1.96593E-10,0.000194154,0.001375809,,
5/10/2022 12:09:36,249.2909614,1882.008865,-56.61247525,4.998007349,5.004588176,0.774897574,30.28579728,101.6480899,40.16233713,0.304058198,40.12227919,0.303987239,0.998515855,3.70309E-11,0.00019406,0.001120086,0.903381072,120.9900218,0.494500434,5.0118E-12,0.096598483,0.00013357,0.690108759,0.003143554,0.102734422,-6.14114E-22,0.894819526,0.000206282,970.1346987,88.37249796,0.00024422,0.309458521,-1.92369E-22,0.69025483,135.3125579,912.984394,0.99858518,1.78023E-10,0.000194137,0.001345829,,
5/10/2022 12:10:12,249.286033,1881.964035,-56.55930059,4.999180924,4.993579075,0.774268967,30.2613206,101.3719552,40.02717335,0.304841894,40.1776303,0.304986087,0.998633995,9.35031E-11,0.000194105,0.001178768,0.903242797,120.9511774,0.493848045,5.58489E-12,0.096762685,0.000148278,0.690211172,0.001377956,0.102539746,-1.62403E-20,0.894139758,0.00058297,969.5658165,88.34169274,0.000172496,0.309283493,-3.23785E-22,0.690097699,135.4908355,913.4358441,0.998495684,3.40847E-11,0.000194187,0.001117261,,
5/10/2022 12:10:48,249.2864276,1882.038938,-56.60439467,5.001031271,4.990496317,0.774730713,30.33408544,101.4385598,40.10726571,0.304183624,40.15236797,0.304844049,0.998468669,8.99897E-11,0.000194097,0.001402261,0.903046931,120.990481,0.494309039,2.93668E-12,0.096552945,0.00016291,0.690149308,0.002594587,0.102453182,8.79276E-21,0.894267165,0.000615801,969.0761902,88.44620947,0.000228751,0.309481544,4.26702E-22,0.690349588,135.5078881,913.2280899,0.998709261,1.75346E-10,0.000194078,0.001171926,,
5/10/2022 12:11:24,249.2885536,1881.966732,-56.58921305,4.996363777,5.011701665,0.774042603,30.29188431,101.4539776,40.13171849,0.304665136,40.21051763,0.304270119,0.99864029,1.10166E-10,0.00019406,0.001260712,0.90307553,120.9309319,0.493876021,5.2968E-12,0.096575625,0.000176382,0.690402879,0.00153298,0.102533356,7.2582E-21,0.895504824,0.000261184,970.2022039,88.34480911,0.000463718,0.309394836,-1.90723E-22,0.690252285,135.4638938,911.9073212,0.998634781,2.70376E-10,0.000194121,0.001347725,,
5/10/2022 12:12:00,249.2946184,1882.026875,-56.65551648,5.00141207,5.013332058,0.774722522,30.27587024,101.6396968,40.08663121,0.304910501,40.23846815,0.304575574,0.998676628,5.3935E-11,0.000194136,0.001128617,0.903333083,120.9765699,0.494000694,4.9899E-12,0.096439523,0.000160076,0.690095403,0.001637316,0.102668342,-1.59192E-20,0.895668285,0.000369901,969.3632323,88.34640488,0.00062735,0.309168051,-2.86718E-23,0.690127664,135.5576511,913.4957588,0.998583384,9.59097E-11,0.000194141,0.001084512,,
5/10/2022 12:12:36,249.2880454,1881.97571,-56.55359732,5.001826807,5.000083323,0.773095826,30.28940951,101.5914647,40.02698027,0.303859977,40.0281173,0.304139149,0.998725212,1.96764E-10,0.000194073,0.001388564,0.903414311,121.005447,0.493629367,5.11192E-13,0.096502822,0.000176999,0.690268229,0.003227504,0.102467922,6.43449E-21,0.894269859,0.000204795,969.7296415,88.39113057,0.000386413,0.309398939,2.86289E-22,0.690399507,135.5378209,912.9203519,0.998711993,1.93954E-10,0.000194095,0.001317548,,
5/10/2022 12:13:12,249.2884443,1882.028394,-56.66832659,4.997947771,4.987212207,0.774909155,30.25919077,101.3271299,40.02109758,0.304659734,39.97917884,0.304332951,0.998582308,2.89397E-10,0.000194057,0.001299643,0.903355716,121.0000105,0.493971428,2.61539E-12,0.096476035,0.000171414,0.690384617,0.002914091,0.102685831,1.15122E-20,0.895947954,0.000358198,968.6572913,88.35188849,0.000484762,0.309232724,5.59777E-23,0.690200957,135.3741657,913.3837902,0.998573072,1.22483E-10,0.000194078,0.001070665,,
5/10/2022 12:13:48,249.2886732,1881.999779,-56.62602658,5.002696287,5.010798886,0.774579981,30.32723143,101.3373622,40.10374741,0.304500201,40.25581289,0.303692544,0.998473811,2.82452E-10,0.000194108,0.001399763,0.903434563,120.9076963,0.493956081,4.68654E-12,0.096456378,0.000162376,0.690104542,0.001539626,0.102642301,-1.62079E-20,0.895909153,0.000224391,968.9419907,88.35806802,0.000400567,0.309381511,-3.85775E-22,0.690328459,135.520969,912.8456358,0.998434764,4.6228E-11,0.000194056,0.00130138,,
5/10/2022 12:14:24,249.2880512,1881.980405,-56.6591395,4.99684066,4.986993748,0.773344922,30.25709473,101.6600589,40.16179624,0.303026342,40.18254799,0.304984559,0.998537988,6.35689E-11,0.000194192,0.001205583,0.903156876,120.9051959,0.493956314,2.36367E-12,0.096707167,0.000142155,0.690098881,0.002631831,0.102625041,-9.0788E-21,0.895021387,0.000597555,970.0125174,88.41778628,0.000301623,0.309453957,2.99466E-22,0.690341602,135.5398484,912.5793958,0.998639733,1.93959E-10,0.0001941,0.001286491,,
5/10/2022 12:15:00,249.2907751,1881.958853,-56.56659531,4.996436769,5.001422694,0.773368532,30.28646662,101.3335504,40.13866506,0.303784832,40.00711611,0.303249302,0.998504819,2.26208E-10,0.000194106,0.0012647,0.903169253,120.9343798,0.494213617,3.07082E-12,0.096627288,0.000172061,0.690179085,0.003129948,0.102464001,-1.62742E-20,0.894873707,0.000297682,970.1965322,88.36751257,0.000357625,0.30948992,1.64939E-22,0.690370396,135.3163872,911.8031227,0.998731463,2.78912E-10,0.000194095,0.001084042,,
5/10/2022 12:15:36,249.2859388,1882.000367,-56.56700997,4.995762935,5.002602295,0.773837789,30.30059599,101.5389352,40.16760685,0.304890855,40.01467702,0.303449972,0.998574789,2.4186E-10,0.000194103,0.001176735,0.903219488,120.9720748,0.493377035,4.95508E-12,0.096750409,0.0001487,0.690374241,0.00130829,0.102621054,1.13747E-20,0.895656034,0.000264813,970.110444,88.39034725,0.000489343,0.309308547,-2.83192E-22,0.690463662,135.3155238,912.5909046,0.998660017,1.79281E-10,0.000194159,0.001075432,,
5/10/2022 12:16:12,249.2874164,1881.981371,-56.67619148,5.00204593,4.995035407,0.773310549,30.315021,101.4007665,40.07914286,0.30492051,40.06538964,0.303055933,0.998514107,3.43425E-11,0.000194061,0.001142553,0.903091229,120.8889138,0.494755603,5.57808E-12,0.096604486,0.000148097,0.690321161,0.002101637,0.102571252,-4.9894E-21,0.895490565,0.000623995,969.864159,88.41815205,0.000175868,0.309177904,1.65245E-22,0.69026938,135.3989036,912.7791451,0.998401652,2.66395E-10,0.000194054,0.001194527,,
5/10/2022 12:16:48,249.2958496,1881.982069,-56.6220112,5.002055696,5.01113094,0.774101199,30.3127818,101.5716496,40.03364159,0.304138125,39.990126,0.303323537,0.99840656,6.65361E-11,0.000194156,0.001330099,0.903086422,120.924365,0.494419282,1.00672E-12,0.096575907,0.000140571,0.690254754,0.001892093,0.102751449,-1.21397E-20,0.895656821,0.000222916,969.1813785,88.44284649,0.000414951,0.309145687,-1.29535E-22,0.69018827,135.5178571,913.305272,0.998699132,2.01166E-10,0.000194098,0.00119689,,
5/10/2022 12:17:24,249.2943697,1882.031484,-56.58311292,4.997291539,5.003567588,0.774173722,30.3460894,101.486089,40.15975358,0.304145685,40.09075609,0.303016401,0.998623548,1.28095E-10,0.000194099,0.001349003,0.90315628,120.9859634,0.493892694,6.69702E-13,0.096670512,0.000141563,0.690235061,0.003308502,0.102721022,4.87135E-21,0.895062463,0.000197102,969.8913668,88.48894027,0.000461202,0.309348701,-2.11705E-22,0.690347604,135.4096016,911.8022077,0.998715289,3.64333E-11,0.000194086,0.001178834,,
5/10/2022 12:18:00,249.2919014,1882.032411,-56.64821869,4.995864391,4.995291476,0.773833061,30.3223361,101.5825069,40.03352822,0.302991276,40.1902027,0.303101613,0.998597261,5.83529E-11,0.000194096,0.001238479,0.903219411,120.8984183,0.493869358,7.25659E-13,0.096605446,0.000170558,0.690371805,0.002046699,0.102761946,-5.54736E-21,0.895316978,0.000594589,969.6747354,88.46596785,0.00054355,0.309142521,8.81554E-23,0.690345176,135.5261762,911.8955286,0.998556421,1.58926E-10,0.000194136,0.001365948,,
5/10/2022 12:18:36,249.2887196,1881.985481,-56.63432658,5.004230714,5.00759144,0.774931785,30.26582064,101.3746815,40.12118391,0.303486741,39.98984077,0.304818957,0.998490221,5.83793E-11,0.000194109,0.001211571,0.90310895,120.9188258,0.493947916,2.98525E-12,0.096780998,0.000134484,0.690247445,0.001599009,0.102444316,8.74017E-21,0.895961024,0.000334986,969.7774516,88.37718675,0.000457763,0.309449705,-1.34673E-22,0.690166456,135.3637948,913.5058938,0.998544989,3.2229E-11,0.000194056,0.001134045,,
5/10/2022 12:19:12,249.2887796,1881.995455,-56.57429423,4.995638063,5.007598367,0.773118737,30.30709919,101.5150854,40.02898465,0.303343624,39.99222785,0.303240377,0.998737644,1.62449E-10,0.000194162,0.001364477,0.903270656,120.9485655,0.494098141,1.89501E-12,0.096481977,0.000151857,0.690229836,0.002442834,0.102454692,-1.06123E-20,0.895773108,0.000410783,969.5086556,88.3383193,0.000363613,0.309106358,3.2935E-22,0.690176981,135.5437986,912.3809473,0.998582461,1.70109E-10,0.000194094,0.001100471,,
5/10/2022 12:19:48,249.2871866,1882.03729,-56.56028863,4.996739884,4.997576441,0.773706064,30.32363516,101.4021369,40.13372903,0.304415942,40.08572416,0.303997162,0.99854247,2.46007E-10,0.000194108,0.001328693,0.903436054,120.9492415,0.493442794,5.80519E-12,0.096775354,0.000170325,0.690282225,0.002861154,0.102463033,1.13463E-20,0.89588788,0.000323191,968.6823239,88.41355379,0.000523683,0.309102366,-3.97497E-22,0.690235073,135.3474902,912.8826552,0.998468112,7.89604E-11,0.000194106,0.001272888,,
5/10/2022 12:20:24,249.2890141,1881.971317,-56.60328995,4.997405066,5.009479353,0.773633739,30.26682051,101.3604377,40.10129766,0.303580562,40.20982665,0.303138832,0.998426407,1.34196E-10,0.000194147,0.001357367,0.903117969,120.9502673,0.494059026,5.31298E-12,0.096646487,0.000133527,0.690211057,0.002896854,0.102659932,-4.23097E-22,0.895610684,0.000269736,968.9210839,88.38719929,0.000411507,0.309343889,-3.38835E-22,0.690138534,135.5346037,912.176966,0.99872227,2.53841E-10,0.000194093,0.001151297,,
5/10/2022 12:21:00,249.2878371,1881.983449,-56.64427142,4.999572564,4.997355205,0.774517297,30.27347213,101.5780437,40.14003654,0.303722141,40.09238285,0.304700987,0.998485304,1.56216E-10,0.000194054,0.001277813,0.903123975,120.8883282,0.494669712,5.54489E-12,0.096631801,0.000168756,0.69013229,0.003384685,0.102631797,-9.61078E-21,0.895024422,0.00038741,970.2041975,88.48318566,0.00058851,0.309346124,-3.07111E-22,0.690412121,135.2947543,911.718701,0.998404225,1.53958E-10,0.000194132,0.001331361,,
5/10/2022 12:21:36,249.2900328,1881.983194,-56.64700644,5.002950008,4.991660986,0.773941085,30.30746377,101.6570364,40.15815306,0.304495361,40.21690255,0.30479226,0.998669195,3.27235E-11,0.000194191,0.001333651,0.903358049,120.8807379,0.493583547,1.55667E-12,0.096793665,0.00014588,0.690246002,0.002485822,0.102476555,4.2586E-23,0.894462038,0.000303018,968.6443676,88.40551911,0.000599591,0.309111632,-5.37941E-23,0.690270739,135.3626688,912.1891003,0.99839772,9.11069E-11,0.000194068,0.001316188,,
5/10/2022 12:22:12,249.2919568,1881.999325,-56.61694884,4.998106086,5.006242098,0.773185765,30.32244849,101.3368739,40.0949734,0.303002557,40.11024472,0.304993079,0.998527256,9.54549E-11,0.000194109,0.001280123,0.903155591,120.8933334,0.49475517,4.84336E-12,0.096541908,0.000156275,0.690352345,0.002219808,0.102560567,-1.17343E-20,0.894626079,0.000384065,969.953596,88.45182132,0.000496439,0.309232419,1.759E-22,0.690421503,135.3296552,911.9219689,0.998600596,1.45962E-10,0.000194092,0.001295945,,
5/10/2022 12:22:48,249.2880849,1881.957328,-56.57847543,4.999637568,4.991044562,0.773430667,30.29347534,101.4924778,40.14449559,0.303481382,40.01614314,0.304612139,0.998555766,2.83504E-10,0.000194151,0.001098451,0.903123317,120.9690976,0.493366122,6.35645E-13,0.096739961,0.000150982,0.690112969,0.002763889,0.102443329,-3.35585E-21,0.895907515,0.000198386,970.1812547,88.42898218,0.000605485,0.309326367,-8.41901E-23,0.690451364,135.5302898,912.7533868,0.998455913,7.33172E-11,0.000194129,0.001300339,,
5/10/2022 12:23:24,249.2856219,1881.967936,-56.62077485,4.996628485,4.989720364,0.773517656,30.29436227,101.5704563,40.17204849,0.304860557,40.17892993,0.304657722,0.998535665,1.42964E-10,0.000194169,0.001259545,0.903124008,120.8978143,0.493183655,1.07803E-12,0.096752243,0.000157214,0.690198673,0.003020494,0.102588132,3.76998E-21,0.895411155,0.000284611,969.3532822,88.35455402,0.000307969,0.30921798,2.73244E-22,0.690371204,135.3616364,912.6306398,0.998613778,2.91931E-11,0.000194128,0.001241873,,
5/10/2022 12:24:00,249.2887631,1882.023931,-56.65093852,5.00168301,4.994047176,0.774321476,30.32125288,101.4106181,40.0592276,0.303004088,40.14646432,0.303933125,0.998581167,1.05772E-10,0.000194113,0.001216861,0.90315005,120.9393189,0.49357916,5.80834E-12,0.096696883,0.000143321,0.690446359,0.001419658,0.102563181,-7.23638E-21,0.895829644,0.000621064,970.2450869,88.4276194,0.000351903,0.309135086,1.18384E-22,0.69033794,135.477134,913.4587752,0.998587546,6.69558E-11,0.000194073,0.001270337,,
5/10/2022 12:24:36,249.2850618,1881.979882,-56.61283206,4.996931459,4.989516914,0.774669663,30.26140883,101.4425926,40.08583652,0.303627104,40.24015296,0.304935914,0.998622156,2.85903E-10,0.0001941,0.001225347,0.903441931,120.9431579,0.493451485,2.77952E-12,0.096777695,0.000155958,0.690438564,0.00252119,0.102489802,4.30944E-21,0.895233732,0.000356752,969.1038195,88.47726627,0.000576534,0.309331849,-4.61275E-23,0.690469284,135.3098599,913.2990221,0.998543495,2.46886E-10,0.000194068,0.001363324,,
5/10/2022 12:25:12,249.2924779,1881.949877,-56.60767787,5.002802907,5.00152965,0.774227565,30.33094718,101.5721392,40.06493885,0.304403407,40.07188543,0.304738883,0.998509042,1.18597E-10,0.000194168,0.00109581,0.903320641,120.8988721,0.494298523,3.96029E-12,0.096405778,0.000170002,0.690270371,0.002113581,0.10247737,-1.90308E-21,0.896012887,0.000632999,970.0197291,88.33262332,0.000630623,0.309362211,3.71014E-25,0.690238108,135.5316106,913.2886201,0.99839663,1.51604E-10,0.000194182,0.001244285,,
5/10/2022 12:25:48,249.294573,1881.963324,-56.57904495,4.996442968,5.005537405,0.773113694,30.32724789,101.5340209,40.03282583,0.304044916,40.22800841,0.302946109,0.998610781,8.33589E-11,0.000194058,0.001234954,0.90316503,120.9972486,0.494133816,4.60285E-12,0.096425845,0.000174476,0.690294498,0.001525528,0.102769641,-9.41726E-21,0.895069877,0.000353416,969.4245769,88.43046333,0.000623528,0.309106681,-5.05338E-23,0.690442177,135.4509998,912.6289802,0.998585476,1.42878E-10,0.000194118,0.001154283,,
5/10/2022 12:26:24,249.2878524,1882.032447,-56.6590757,5.002503253,4.995203852,0.774521429,30.25988823,101.2993139,40.1731423,0.303498218,40.10562898,0.303989366,0.998432946,8.15616E-11,0.000194151,0.001342043,0.903176269,120.974927,0.493795872,1.82675E-12,0.096694846,0.000158472,0.690190481,0.002479161,0.102677381,-2.41057E-21,0.896073155,0.0001778,968.8725399,88.45033722,0.000616822,0.309153478,3.87998E-22,0.690272691,135.3619274,912.0426296,0.998733453,7.62332E-11,0.000194169,0.001216486,,
5/10/2022 12:27:00,249.2909819,1881.984062,-56.66829098,4.999463681,4.987284959,0.77397673,30.31198218,101.3728777,40.15284985,0.3046031,39.92618411,0.304246391,0.998539882,1.78524E-10,0.000194189,0.001321268,0.903101626,120.9925181,0.494480425,2.94665E-12,0.096653332,0.000146227,0.690219986,0.002439352,0.10271298,1.97769E-20,0.89548626,0.000273092,969.6847694,88.39632981,0.000177678,0.309257462,4.21407E-22,0.690391439,135.3421067,913.2059908,0.99855962,3.16544E-11,0.000194149,0.001413824,,
5/10/2022 12:27:36,249.2884436,1881.968552,-56.55445901,5.003182632,4.992835359,0.773594161,30.29912222,101.5501963,40.10017349,0.303545227,39.9283441,0.304503027,0.998588078,5.73775E-11,0.000194192,0.001084943,0.903321619,120.8865454,0.493074481,2.70481E-12,0.096533294,0.00017101,0.690155006,0.002899223,0.102743823,1.7714E-20,0.894884328,0.000449526,970.0527625,88.41522876,0.000231824,0.309499083,-2.64614E-23,0.690274474,135.4398889,913.189638,0.998563738,1.45164E-10,0.000194133,0.001221617,,
5/10/2022 12:28:12,249.2876896,1881.95557,-56.5591972,5.00438367,4.990970635,0.774326759,30.33209382,101.6112656,40.09780113,0.304579782,40.08521667,0.303437978,0.998723818,1.77379E-10,0.000194116,0.001412276,0.903075638,121.0064026,0.494474044,5.01829E-12,0.096410792,0.000146369,0.690117356,0.002299653,0.102495619,-1.09632E-20,0.894632818,0.000510427,969.4862522,88.36455013,0.000549205,0.309374422,2.5922E-22,0.69023478,135.4757702,912.8951681,0.99869475,1.32556E-10,0.000194117,0.001247714,,
5/10/2022 12:28:48,249.2939543,1881.990859,-56.63418538,5.002202908,5.010934884,0.774688029,30.34980283,101.5544856,40.17075887,0.303201969,40.20708336,0.303886583,0.99854713,1.13314E-10,0.000194182,0.001113428,0.903344936,120.9231823,0.493078169,1.50075E-12,0.09656551,0.000169557,0.690309087,0.003236311,0.102571363,-1.27082E-20,0.895582559,0.000448704,968.6498123,88.46900006,0.000528495,0.309485961,-1.10896E-22,0.690333751,135.512172,913.2474613,0.998578724,2.62685E-10,0.000194141,0.001301724,,
5/10/2022 12:29:24,249.2889536,1881.968285,-56.62178737,4.996166827,4.991692312,0.773460056,30.3296426,101.4274179,40.15037225,0.304477554,40.2054939,0.303751656,0.998607979,2.84732E-10,0.000194184,0.001401037,0.903070135,120.9769993,0.493870342,4.23003E-12,0.096413306,0.000151439,0.690097233,0.002622068,0.102593407,1.79023E-20,0.89416514,0.000204245,969.3540864,88.40414128,0.000383581,0.309379589,2.25982E-22,0.690415742,135.4821068,912.3350796,0.998519348,7.90853E-11,0.000194122,0.001238635,,
